created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,mention_username
Mon Mar 06 08:55:52 +0000 2023,1632666292296769544,"Seperti kamu, Medan memang jauh di mata tapi mantab di hati. https://t.co/zYTFFO43IF",49,646,157,2312,in,109762193,1632666292296769544,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1632666292296769544,
Sun Mar 05 11:46:36 +0000 2023,1632346873213382666,"Banyak sekali kisah yang beliau sampaikan. Mulai dari perjalanan kehidupan personal hingga bagaimana akhirnya beliau dipilih sebagai Tuan Guru Babusalam, Langkat, Sumatera Utara. https://t.co/WHS2NdDyjc",8,43,67,651,in,109762193,1632346873213382666,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1632346873213382666,
Mon Mar 06 00:30:32 +0000 2023,1632539123998400512,Sebagai Ketua Umum Kagama saya melantik Pengurus Cabang Kagama di Wilayah Sumatera Utara semalam.   Saya berharap Kagama Sumut mampu menjalankan fungsi pengabdian masyarakat dan bekerjasama dengan berbagai lembaga dalam mendorong perkembangan ekonomi di Sumatera Utara. https://t.co/QkmLt7Ay5o,8,118,94,943,in,109762193,1632539123998400512,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1632539123998400512,
Mon Mar 06 06:05:04 +0000 2023,1632623311388827649,"Sabar. Sabar. Sabar.   Sudah lewat gang sempit kayak gini, masih ada aja yang nanya. Pengen tak heeeeeehhhhh. https://t.co/8LAGI1znr2",62,303,240,2352,in,109762193,1632623311388827649,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1632623311388827649,
Sun Mar 05 09:52:57 +0000 2023,1632318271079976960,Niatnya lari tipis-tipis di GBK malah ketemu teman-teman Keluarga Besar Putra Putri Polri yg lagi acara fun walk. Akhirnya gabung deh olahraga rame-rame.   Rasanya seperti ketemu sodara aja karena gini-gini saya jg anak polisi. Terimakasih KBPP Polri. Kaosnya keren. Salam setia https://t.co/wd2DGx3cbN,18,202,152,1511,in,109762193,1632318271079976960,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1632318271079976960,
Sun Mar 05 08:47:21 +0000 2023,1632301763931021313,Nongkrong malam-malam di angkringan Jabrik bersama temen-temen Keluarga Besar Majestic 55.   Ini komunitas pecinta alam dimana saya pernah jadi salah satu ketua ketika kuliah di Fak Hukum UGM. https://t.co/pexM9BRvt1,11,75,92,954,in,109762193,1632301763931021313,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1632301763931021313,
Sun Mar 05 06:09:43 +0000 2023,1632262091645272067,Silahkan melaporkan jalan rusak di wilayah anda melalui aplikasi Jalan Cantik.   Dengan aplikasi ini kami mengintegrasikan penanganan jalan bersama pemerintah pusat dan kabupaten/kota. https://t.co/2WCMALc4QB,47,276,295,1521,in,109762193,1632262091645272067,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1632262091645272067,
Sun Mar 05 03:11:48 +0000 2023,1632217317445885954,"Banyak aduan soal jalan rusak di berbagai daerah. Untuk jalan provinsi sudah kita anggarkan Rp437 miliar dan sudah mulai kita kerjakan.   Sedangkan jalan nasional kita minta pemerintah pusat segera  perbaiki, termasuk Pantura Timur yang banyak dikeluhkan. https://t.co/pSdzShXand",26,158,125,998,in,109762193,1632217317445885954,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1632217317445885954,
Sat Mar 04 12:27:54 +0000 2023,1631994877243424768,Muhammadiyah punya peran yang sangat besar terhadap tumbuh kembangnya Islam di negeri ini.   Peran dakwah yang diambil tidak cuma bersumber dari satu jalan. https://t.co/cUSfZPBaUr,4,33,110,961,in,109762193,1631994877243424768,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1631994877243424768,
Sat Mar 04 10:03:51 +0000 2023,1631958627308433408,"Jalur Pantura Jateng Rusak Parah, Wachid ke Ganjar Pranowo: Jangan Hanya Tebar Pesona, Rakyatmu Menangis https://t.co/yTQkdFTDad",14,53,197,663,in,887743587579944960,1631958627308433408,OposisiCerdas,https://twitter.com/OposisiCerdas/status/1631958627308433408,
Sat Mar 04 09:28:46 +0000 2023,1631949795924537345,"😅😅😅 Elektabilitas Ganjar Pranowo Naik, Sekjen PDIP: Survei Itu Banyak Motif Tergantung Siapa Sponsornya https://t.co/6r44CojpsM",9,52,152,504,in,1068371293290946561,1631949795924537345,BosPurwa,https://twitter.com/BosPurwa/status/1631949795924537345,
Sat Mar 04 08:12:41 +0000 2023,1631930649941790725,"Tetep jaga kesehatan nggih ibu-ibu. Anak-anaknya diawasi nggih. Wes terserah, sing penting panjenengan bahagia. 😁 https://t.co/cfGVjXjxhc",17,92,96,1004,in,109762193,1631930649941790725,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1631930649941790725,
Sat Mar 04 05:03:17 +0000 2023,1631882984986140672,"Jembatan Juwana Pati ini memang jadi salah satu yang banyak dilaporkan ke saya. Maka ketika kemarin ngecek pengerjaannya, saya minta dilakukan percepatan.   Saya juga minta SDM dan peralatannya ditambah agar percepatan ini juga tetap memperhatikan kualitas. https://t.co/DMBPGd2t6e",13,117,123,1384,in,109762193,1631882984986140672,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1631882984986140672,
Sat Mar 04 02:49:16 +0000 2023,1631849261133602816,"Turut berduka sedalam-dalamnya atas terjadinya kebakaran di Depo Pertamina, Plumpang, Jakarta Utara.  Mari kita doakan para korban, semoga keluarga yang ditinggalkan diberi tabah dan kekuatan. Semoga warga di sekitar selalu dalam lindunganNya. https://t.co/4zlCUqmZtB",4,125,256,2937,in,109762193,1631849261133602816,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1631849261133602816,
Fri Mar 03 16:47:55 +0000 2023,1631697926048325633,Pemilu 2024 diprediksi akan menjadi Pemilu dng perolehan suara paling buruk bagi Partai PAN dan PPP jika mengusung @ganjarpranowo sebagai Capres.  Kedua partai ini bahkan diprediksi tak akan melampaui ambang batas parlemen 4%.  Benarkah..?  RT dan LIKE jika menurut anda BENAR. https://t.co/FCyMYn4j1I,9,72,331,756,in,992488238609678336,1631697926048325633,Naz_lira,https://twitter.com/Naz_lira/status/1631697926048325633,ganjarpranowo
Fri Mar 03 15:19:35 +0000 2023,1631675694773092352,Seharian ini saya meninjau jalan nasional yang rusak di Pantura Timur. Koordinasi langsung kita lakukan di lapangan tadi dengan perwakilan Kemen PU. https://t.co/K4LpAEijVK,21,235,140,1427,in,109762193,1631675694773092352,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1631675694773092352,
Fri Mar 03 12:25:02 +0000 2023,1631631769316507649,"Penanganan tanggul jebol ini tidak bisa dilakukan oleh Balai Besar Wilayah Sungai, kita mesti gotong royong. Mulai dari Pemprov, Pemkab sampai Pemdes. https://t.co/yRwnuUZ0R9",2,35,69,795,in,109762193,1631631769316507649,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1631631769316507649,
Fri Mar 03 07:04:16 +0000 2023,1631551046534463488,"Sudah semestinya semua kepala daerah di Indonesia tanggap dan siaga bencana. Kesiapsiagaan itu bisa dimulai dari perencanaan, penganggaran sampai kesiapan sumberdaya manusia. https://t.co/ytf8KgC9fQ",4,53,94,895,in,109762193,1631551046534463488,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1631551046534463488,
Fri Mar 03 02:34:58 +0000 2023,1631483274467094528,"Den @ganjarpranowo , apa tdk sebaiknya inspeksi jalan di wilayah sendiri drpd bikin hajatan di luar propinsi?",13,63,304,739,in,62764588,1631483274467094528,NephilaXmus,https://twitter.com/NephilaXmus/status/1631483274467094528,ganjarpranowo
Fri Mar 03 01:15:26 +0000 2023,1631463258585694208,"Tidak sedang KAMPANYE, tetapi Ganjar Pranowo jadi REBUTAN semua peserta Rakornas BNPB di Jiexpo, Jakarta  Pribadi yang HUMBLE, MERAKYAT dan CERDAS membuat siapapun yang didekatnya akan merasa NYAMAN, bukan RISIH  Ojo kesusu, Ganjar sedang sibuk bekerja  #GanjarPranowo https://t.co/b2y6RW7F3h",14,358,60,514,in,1102461866129776640,1631463258585694208,Miduk17,https://twitter.com/Miduk17/status/1631463258585694208,
Thu Mar 02 12:09:11 +0000 2023,1631265391195619328,"Sebagai negara yang punya potensi banyak bencana, kesiapsiagaan serta kewaspadaan menjadi hal semestinya yang kita lakukan.   Sesuai apa yang disampaikan Presiden @jokowi, mitigasi serta edukasi terhadap masyarakat telah kita lakukan. https://t.co/hPjeHZ9TrE",5,73,64,681,in,109762193,1631265391195619328,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1631265391195619328,jokowi
Thu Mar 02 09:38:48 +0000 2023,1631227546355507200,"Karena anak-anak itu untuk disayangi, bukan dibully apalagi dimaki. https://t.co/T0FjH3j1bK",2,57,97,1003,in,109762193,1631227546355507200,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1631227546355507200,
Thu Mar 02 05:14:22 +0000 2023,1631161000824291329,"Banyak sekali laporan yang masuk, macem-macem bentuknya. Mulai yang pemerintahan, kebijakan publik sampai urusan personal juga adukan. Dan tidak masalah.   Karena hal itu menunjukkan kesadaran kita terhadap berbagai persoalan semakin terbuka. https://t.co/6DQvU05SRy",11,113,145,1198,in,109762193,1631161000824291329,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1631161000824291329,
Thu Mar 02 02:09:04 +0000 2023,1631114368212520966,"bung @ganjarpranowo, mbok kalau tindak ke Solo sekali-kali keluar tol Colomadu/Kartosuro, terus bar Soto Ngasem belok kiri via kompleks Lanud.   saran: gunakan Patwal dengan kecepatan konstan 60 kmh.  tak tunggu di Indomaret mBolon. https://t.co/pMjeu8aIu3",36,184,284,948,in,68083793,1631114368212520966,blontankpoer,https://twitter.com/blontankpoer/status/1631114368212520966,ganjarpranowo
Thu Mar 02 01:47:06 +0000 2023,1631108840656883712,Dimulai dari diri sendiri. https://t.co/HLuVgNxyFO,7,95,119,1384,in,109762193,1631108840656883712,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1631108840656883712,
Wed Mar 01 12:44:24 +0000 2023,1630911865353285632,"Inilah suasana subuh pertama di Masjid Raya Syekh Muhammad bin Zayed Surakarta.   Setelah sekian waktu akhirnya resmi sudah masjid raya ini untuk kita gunakan beribadah sebaik-baiknya.   Mari jaga bersama-sama, karena inilah cerminan bagaimana kita beragama. https://t.co/S9rOMcg9dG",9,87,207,2037,in,109762193,1630911865353285632,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1630911865353285632,
Wed Mar 01 10:35:08 +0000 2023,1630879336038559746,Sugeng sonten pak @ganjarpranowo 🙏. Mohon perhatiannya untuk jalur pantura jawa tengah bagian timur siang ini macet dari wilayah juwana pati sudah sampai di kota rembang mendekati lasem. Barangkali tolong kendala ini dikawal agar mendapat atensi khusus pak @jokowi . https://t.co/5u0egN90pf,53,98,194,555,in,1077851992888758272,1630879336038559746,gayengco,https://twitter.com/gayengco/status/1630879336038559746,"ganjarpranowo, jokowi"
Tue Feb 28 13:10:33 +0000 2023,1630556060615610368,"Inilah sebuah konsekuensi dari keterbukaan informasi yang kita lakukan seluas-luasnya. Karena memang beginilah semestinya.   Mesti siap capek, siap diprotes bahkan siap dicaci. Karena ini bukan sekadar pekerjaan, tapi juga demi kemanusiaan. https://t.co/LWrtNnTKom",18,142,136,1370,in,109762193,1630556060615610368,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1630556060615610368,
Tue Feb 28 09:54:39 +0000 2023,1630506757704523782,"Ganjar Pranowo saat berdialog BAHASA INGGRIS dengan Duta Besar Austria tentang kerjasama bidang Pendidikan tahun lalu  Kemampuan DIPLOMASINYA ternyata JEMPOLAN juga  Tetapi ada yang lebih penting yaitu bagaimana komunikasi ini menjadi KARYA, bukan sekadar KATA2  #GanjarPranowo https://t.co/TdhYLsqxWi",15,67,117,585,in,1102461866129776640,1630506757704523782,Miduk17,https://twitter.com/Miduk17/status/1630506757704523782,
Tue Feb 28 06:24:30 +0000 2023,1630453872748814336,"Sesuai instruksi Bapak Presiden RI Joko Widodo, Pemprov Jateng terus melakukan percepatan penanganan kemiskinan ekstrim di 17 kabupaten. https://t.co/HQ6K4q5muV",7,104,82,1042,in,109762193,1630453872748814336,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1630453872748814336,
Tue Feb 28 05:31:36 +0000 2023,1630440562288648193,Ibukota Nusantara bukan sekadar memindahkan Ibukota Negara. Ini adalah sebuah gagasan tentang future nation yang memadukan kekayaan dan keindahan alam dgn teknologi tanpa mengesampingkan kearifan lokal. Dari sana jg akan lahir sebuah etos dan mindset baru utk Indonesia lebih maju https://t.co/z56aDyzcsm,8,163,113,1338,in,109762193,1630440562288648193,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1630440562288648193,
Mon Feb 27 20:04:37 +0000 2023,1630297873148686337,"Kalau jadi pejabat, bicara baik2, anak buah akan lebih respek, nggak usah kebanyakan akting ngamuk spt @basuki_btp dan @ganjarpranowo, apalagi pakai sujud-sujud segala.  Rakyat sdh cerdas, tau mana jujur atau pencitraan..!!  Thanks @BrigitNamida videonya  https://t.co/Z7TdbQybNp",3,35,253,628,in,992488238609678336,1630297873148686337,Naz_lira,https://twitter.com/Naz_lira/status/1630297873148686337,"basuki_btp, ganjarpranowo, BrigitNamida"
Mon Feb 27 12:51:04 +0000 2023,1630188767381458946,Alhamdulillah perbaikan yang kita lakukan ini membawa berkah bagi panjenengan semua. Tapi saya harap kita semua tetap istiqomah dengan cara ini agar pelayanan dan penjagaan kita tetap optimal. https://t.co/RgBlXYdtX7,10,92,80,904,in,109762193,1630188767381458946,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1630188767381458946,
Mon Feb 27 09:31:23 +0000 2023,1630138515693633538,"Ane dah bilang ke Mas Walisolo @gibran_tweet kmaren,  Maswali..ndak usah ganti merek skinker"" Tapi ngeyel dijawab ""Orapopo..""  Tuhh kan bener Bu Sri Mulyani jadi pangling, mungkin dikira Muhammad Zinedine anaknya Pak @ganjarpranowo..muehehehe https://t.co/ynXBMIcfCY""",2,50,84,553,in,55200751,1630138515693633538,WagimanDeep212_,https://twitter.com/WagimanDeep212_/status/1630138515693633538,"gibran_tweet, ganjarpranowo"
Mon Feb 27 06:47:42 +0000 2023,1630097324939841536,Statemen Amien Rais ini membuat saya semakin yakin untuk mendukung @ganjarpranowo sebagai bakal calon Presiden di 2024! ☕️ https://t.co/cPSmc3QN7F,11,99,97,688,in,2156465923,1630097324939841536,yusuf_dumdum,https://twitter.com/yusuf_dumdum/status/1630097324939841536,ganjarpranowo
Mon Feb 27 06:25:06 +0000 2023,1630091637144846336,"Lagi dan lagi, dukungan terbaru untuk Ganjar dari Jawa Barat. Anies yang diobral keliling, Ganjar yang laris manis.💞  Anak dan Istri Kiai Ponpes dari 27 kabupaten/kota Di Jawa Barat Dukung Ganjar Pranowo Presiden 2024. https://t.co/QYP0sDeSir",13,108,93,512,in,154435354,1630091637144846336,ch_chotimah2,https://twitter.com/ch_chotimah2/status/1630091637144846336,
Mon Feb 27 05:48:10 +0000 2023,1630082343653474304,Insyaallah jalan Tol Solo - Yogyakarta seksi 1 yaitu Colomadu - Delanggu bisa kita manfaatkan untuk mudik lebaran.   Dengan pembukaan seksi 1 itu waktu tempuh Solo - Yogya cuma 30 menit saja. https://t.co/nCNTNimrp0,188,321,522,3816,in,109762193,1630082343653474304,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1630082343653474304,
Mon Feb 27 04:25:21 +0000 2023,1630061502664413185,"Yang, hujan turun lagi. Di bawah payung ini kita berlindung ....""   Cara baca menentukan usia. 😁 https://t.co/ZaqgmIxVFU""",4,120,80,1234,in,109762193,1630061502664413185,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1630061502664413185,
Mon Feb 27 04:05:28 +0000 2023,1630056497936994306,PAN tidak mengusung politik identitas!  PAN mengusung politik fleksibilitas untuk mewujudkan kemajuan bagi Indonesia. Cocok mas @ganjarpranowo 👍  #WajahBaruPAN #zulkiflihasan #ganjarpranowo https://t.co/vxDo4kkjh0,117,991,228,1262,in,187520592,1630056497936994306,ZUL_Hasan,https://twitter.com/ZUL_Hasan/status/1630056497936994306,ganjarpranowo
Mon Feb 27 00:45:57 +0000 2023,1630006288871755778,Mas Andreza dan Mbak Nisrina selamat menempuh lembaran hidup baru ya. Salinglah menjaga agar bahagianya dirasakan berdua. InsyaAllah sakinah mawaddah wa rohmah.   Untuk yang belum nikah semoga segera didekatkan jodohnya dan dilapangkan rezekinya. https://t.co/WfHCebH1PD,3,45,59,938,in,109762193,1630006288871755778,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1630006288871755778,
Sun Feb 26 10:48:52 +0000 2023,1629795628653101058,Rakornas PAN Semarang hari ini Ganjar Pranowo jadi bintang Lewat Pantun. PAN Siratkan Usung Ganjar-Erick Thohir pada Pilpres 2024. Bisa jd 2024 nanti akan ada 3 poros :  Ganjar-Erick Thohir Prabowo-Cak Imin Anies-Novel Bamukmin 😂😂 https://t.co/Rd1tBCjxs6,9,107,91,531,in,2156465923,1629795628653101058,yusuf_dumdum,https://twitter.com/yusuf_dumdum/status/1629795628653101058,
Sun Feb 26 05:06:43 +0000 2023,1629709523144552456,"Pernah pada satu titik saya dibuat mak deg"" ketika ngobrol dengan Mas Thukul Arwana.   Karena ketika ""dijelek-jelekkan"", beliau tidak membalas dan memilih mengoreksi diri atau bahkan menjelek-jelekkan dirinya. Beliau tidak marah apalagi menyimpan dendam. https://t.co/0wWjfXxRzd""",17,79,149,1641,in,109762193,1629709523144552456,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1629709523144552456,
Sat Feb 25 11:22:12 +0000 2023,1629441630435696643,Suatu kehormatan mendampingi Bapak Presiden meresmikan Jalan Tol Semarang - Demak seksi II.   Kita berharap infrastruktur ini menjadi pengungkit perekonomian Jawa Tengah. https://t.co/0nt4wS1t7j,3,78,106,1242,in,109762193,1629441630435696643,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1629441630435696643,
Sat Feb 25 04:38:30 +0000 2023,1629340034720731142,Selamat datang di Jawa Tengah Pak Presiden @Jokowi. Sehat-sehat terus nggih. Jangan lupa minum jamu. 😁 https://t.co/QfNQz7DQYf,8,141,192,3045,in,109762193,1629340034720731142,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1629340034720731142,Jokowi
Sat Feb 25 04:23:17 +0000 2023,1629336205430255617,"Ya iyalah. Ganjar gubernur sukses, Anies gubernur gagal. Ganjar tegas pada kelompok radikal, Anies merangkul kelompok radikal. Ganjar beradab, Anies angkuh. Rakyat Indonesia sdh cerdas memilih.  Survei Kompas: Anies Baswedan Kalah Jauh Dari Ganjar Pranowo. https://t.co/H5sosHlpqQ",45,579,305,1325,in,154435354,1629336205430255617,ch_chotimah2,https://twitter.com/ch_chotimah2/status/1629336205430255617,
Sat Feb 25 01:52:31 +0000 2023,1629298264116961280,Inilah spirit kita sejak pertama kali menerima amanat di Jawa Tengah. Mboten Korupsi Mboten Ngapusi. Apakah berat? Sangat berat. https://t.co/Ldyg9Cvsz0,28,198,173,1373,in,109762193,1629298264116961280,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1629298264116961280,
Fri Feb 24 08:15:46 +0000 2023,1629032321847537664,Jawa Tengah menjadi provinsi dengan Mal Pelayanan Publik terbanyak di Indonesia.   Mal Pelayanan Publik ini diisi oleh berbagai dinas maupun instansi seperti Kepolisian maupun Kantor Wilayah Kementerian Agama. https://t.co/9CWicqt1IS,9,75,104,724,in,109762193,1629032321847537664,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1629032321847537664,
Fri Feb 24 00:45:22 +0000 2023,1628918974535860224,"Jalan-jalannya di #Balikpapan  ,tapi malah ketemunya sama wong Sukoharjo. 😁 Sehat-sehat terus nggih bu. Jadi perantau memang kudu bakoh. 💪🏻 https://t.co/jpEUTwDZlu",49,287,205,2360,in,109762193,1628918974535860224,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1628918974535860224,
Thu Feb 23 11:18:12 +0000 2023,1628715847475953665,"SULIT untuk mengalahkan Ganjar Pranowo, bahkan beberapa simulasi Head to Head Ganjar selalu UNGGUL atas Prabowo &amp  Abas  Maka koalisi Abas mengusung POLITIK IDENTITAS sbg jalan PINTAS  Tetapi saya percaya, yg benar2 cinta NKRI &amp  RASIONAL masih lebih banyak  #LawanPolitikIdentitas https://t.co/sXlyVqqPTY",29,579,135,675,in,1102461866129776640,1628715847475953665,Miduk17,https://twitter.com/Miduk17/status/1628715847475953665,
Thu Feb 23 01:27:46 +0000 2023,1628567260771274752," ELEKTABILITAS MELEJIT""  Pengen tahu mutualanku yang  mendukung pak @ganjarpranowo siapa saja,berarti anda masuk dalam 25,3% nya.  TINGGALIN JEJAK DISINI ya 🤗🤗 👇👇👇👇 https://t.co/aeihsQPLTT""",14,143,208,1020,in,1509370733767454721,1628567260771274752,RiaKeynou,https://twitter.com/RiaKeynou/status/1628567260771274752,ganjarpranowo
Thu Feb 23 02:33:16 +0000 2023,1628583744159485953,Balikpapan memang menawan. Sehat-sehat terus saudara-saudaraku di sana. Salam paseduluran saklawase https://t.co/Cc0fXPFs0g,87,636,162,1732,in,109762193,1628583744159485953,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1628583744159485953,
Thu Feb 23 07:00:37 +0000 2023,1628651022871859201,"coba yakinkan gw dan banyak orang yg bisa gw yakinkan untuk pilih jagoan kalian, yg paling meyakinkan,gw kasih duit 1jt.. pemenang lebih dari 3🫶🏼  mangga diendorse jagoan kalian, dengan bahasa santun dan masuk akal.. @prabowo  @ganjarpranowo  @aniesbaswedan   Like&amp Retweet✅",69,1024,941,1220,in,1333696739258167298,1628651022871859201,BangEdiii,https://twitter.com/BangEdiii/status/1628651022871859201,"prabowo, ganjarpranowo, aniesbaswedan"
Thu Feb 23 00:49:56 +0000 2023,1628557738770042880,apa arti teks di kaos ini dan bagaimana kamu memaknainya.. https://t.co/PQtUCkypOn,60,714,234,3070,in,109762193,1628557738770042880,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1628557738770042880,
Wed Feb 22 08:00:32 +0000 2023,1628303713046786048,Mister White @ganjarpranowo mendampingi Presiden @jokowi dan Bu Megawati hadiri pada Muktamar Pemuda Muhammadiyah di Kalimantan Timur... https://t.co/6Djr0Cljc4,6,20,73,418,in,55200751,1628303713046786048,WagimanDeep212_,https://twitter.com/WagimanDeep212_/status/1628303713046786048,"ganjarpranowo, jokowi"
Wed Feb 22 04:48:49 +0000 2023,1628255468740300802,"Ganjar Pranowo bahkan belum KAMPANYE ke berbagai daerah, apalagi sampai memanfaatkan RUMAH2 IBADAH  Tetapi namanya selalu TERATAS disemua lembaga Survey  Ini menandakan mayoritas rakyat Indonesia punya pilihan yang MANTAP, yaitu Ganjar Pranowo https://t.co/XTr2Z2snK7",48,717,199,1163,in,1102461866129776640,1628255468740300802,Miduk17,https://twitter.com/Miduk17/status/1628255468740300802,
Wed Feb 22 01:19:06 +0000 2023,1628202690839982080,Makan bubur manado di balikpapan Jangan lupa mampir beli ikan Demi cerahnya masa depan  Nusantara harus kita perjuangkan  Coba bikin pantunmu sendiri terkait foto ini. https://t.co/aQ7qthChn5,84,871,336,4178,in,109762193,1628202690839982080,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1628202690839982080,
Tue Feb 21 08:50:29 +0000 2023,1627953894499434496,"Viralkan! Pembodohan &amp  hoax dr @satriohendri yg katanya pengamat tp aslinya buzzeRP @aniesbaswedan.  Pilpres sblmnya Prabowo bkn menteri dan @ganjarpranowo di 2024 jg sdh selesai jd Gub jateng. Fix orang ini bungul, kok bisa ya jd dosen dan pengamat?😂🙈  @GunRomli @ferdinand_mpu https://t.co/C8vkKdwb8s",35,205,198,516,in,154435354,1627953894499434496,ch_chotimah2,https://twitter.com/ch_chotimah2/status/1627953894499434496,"satriohendri, aniesbaswedan, ganjarpranowo, GunRomli, ferdinand_mpu"
Tue Feb 21 01:23:55 +0000 2023,1627841515249860608,Hadiahnya buat belajar ya anak-anakku. Tetep rukun sama temen-temen ya. Ok? https://t.co/PmZETKTZvN,14,89,148,1560,in,109762193,1627841515249860608,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1627841515249860608,
Sun Feb 19 13:07:02 +0000 2023,1627293683438743552,"Jadi nyamuk"" gak apa-apa asal kalian bahagia. 😁 https://t.co/079UBnTyWM""",7,72,105,1604,in,109762193,1627293683438743552,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1627293683438743552,
Sun Feb 19 09:34:44 +0000 2023,1627240255937212416,"Kalau Pak @jokowi jadi imam sholat, jelang pilpres, itu bukan politik identitas? Kalau @ganjarpranowo Jumatan, itu bukan memakmurkan masjid?  Cara berpikir yang fragmentaris seperti inilah, yang bikin Indonesia gak berkembang. Komenmu amat distortif.",7,43,137,530,in,1344446501112565761,1627240255937212416,mihrabku,https://twitter.com/mihrabku/status/1627240255937212416,"jokowi, ganjarpranowo"
Sun Feb 19 02:32:31 +0000 2023,1627134000790900737,"Mbak Debrina dan Mas Anjas, pasti sudah banyak petuah tentang nikah yang sampeyan berdua terima.   Tapi yang mesti paling diingat adalah berbagilah tentang apa yang kalian rasa. https://t.co/bVE4ES4eu5",4,38,60,934,in,109762193,1627134000790900737,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1627134000790900737,
Sat Feb 18 14:37:53 +0000 2023,1626954158476754944,"Dari Gang Lawang Seketeng menuju Peneleh Gang VII ada berjuta cerita tentang bagaimana Indonesia akhirnya menjadi sebuah negara.   Di kediaman Sang Raja Tanpa Mahkota, Haji Oemar Said Cokroaminoto ini beberapa pemikir inti pendirian Republik menempa pikiran dan hati. https://t.co/hR9cFxikUp",12,40,116,914,in,109762193,1626954158476754944,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1626954158476754944,
Sat Feb 18 11:54:30 +0000 2023,1626913042176016385,"Alhamdulillah bisa silaturahmi dengan KH. Nasarudin Umar. Sosoknya yang selalu tersenyum dan riang membuat siapapun yang bertemu beliau merasa sangat nyaman.   Apalagi di momen yang membahagiakan ini, yakni akad dan resepsi putra beliau Mas Nizar dengan Mbak Amanda. https://t.co/Rl1U3bcXjr",3,45,73,1207,in,109762193,1626913042176016385,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1626913042176016385,
Sat Feb 18 03:00:10 +0000 2023,1626778570801700864,"Soekemi yakin putranya bukan anak biasa-biasa saja.   Maka setelah lulus HBS, dia mengirim putranya ke seorang kawan yang waktu itu dianggap sebagai satu-satunya pribumi yang layak disebut sebagai pemimpin, HOS Cokroaminoto, sosok raja tanpa mahkota. https://t.co/XIXiAYMB9Y",4,42,98,1043,in,109762193,1626778570801700864,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1626778570801700864,
Fri Feb 17 15:54:41 +0000 2023,1626611098752540672,Gerimis-gerimis paling nikmat memang nyeruput wedang jahe. Hehehe. Kalau menu favoritmu di angkringan apa? https://t.co/nPl4heHtsU,23,255,117,2133,in,109762193,1626611098752540672,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1626611098752540672,
Fri Feb 17 12:01:05 +0000 2023,1626552311224094720,"Survei Terbaru Populis Center Elektabilitas Ganjar Pranowo Naik 19,8%. Prabowo 17,1%. Anies 10,8%.  Untuk Sahabatku (GP) Bersatu, Tetap Sabar Jangan Buang Amunisi, Pertempuran Masih Lama Simpan Amunisi Mu, JATIM Tetap Konsisten GP 90% 💪💪🇮🇩🇮🇩   Rt &amp  Like💪 https://t.co/I0LkvqQLTk",13,78,134,625,in,2385926900,1626552311224094720,MARQUEZ__93,https://twitter.com/MARQUEZ__93/status/1626552311224094720,
